participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1
P01452,Артём,Соколов,M,Улытауская область,Заречный район,Школа №4,ru,single,74.5,True
P01453,Малика,Бекенов,F,Абайская область,Сельский район,Школа №2,kk,full,58.6,False
P01454,Иван,Петров,M,Жетысуская область, Северный район ,Школа №3,ru,full,94.0,True
P01455,София,Новикова,F,г. Астана,Восточный район,Школа №3,ru,full,63.5,False
P01456,Ерасыл,Кадыров,M,Костанайская область,Южный район,Школа №2,kk,full,28.6,False
P01457,Аяна,Касенов,F,Мангистауская область,Южный район,Школа №5,kk,single,60.3,False
P01458,Жансая,Сериков,F,Жамбылская область,Заречный район,Школа №3,kk,full,60.7,False
P01459,Меруерт,Темирбеков,F,Атырауская область,Западный район,Школа №5,kk,full,74.3,True
P01460,Александр,Соколов,M,г. Алматы,Заречный район,Школа №2,ru,full,65.1,False
P01461,Алтынай,Сериков,F,Мангистауская область,Северный район,Школа №1,kk,full,52.9,False
P01462,Жаныбек,Тулегенов,M,Павлодарская область,Южный район,Школа №4,kk,single,30.6,False
P01463,Андрей,Попов,M,Улытауская область,Западный район,Школа №2,ru,single,45.9,False
P01464,Меруерт,Алиев,F,Восточно-Казахстанская область,Восточный район,Школа №5,kk,single,36.2,False
P01465,Анна,Лебедева,F,г. Астана,Заречный район,Школа №4,ru,full,46.3,False
P01466,Аружан,Сатпаев,F,г. Шымкент,Западный район,Школа №5,kk,full,63.8,False
P01467,Шынгыс,Бекенов,M,Восточно-Казахстанская область,Западный район,Школа №1,kk,single,74.0,True
P01468,Жаныбек,Тулегенов,M,Улытауская область,Сельский район,Школа №2,kk,full,60.9,False
P01469,Наргиз,Маратов,F,Жамбылская область,Южный район,Школа №1,kk,single,31.1,False
P01470,Бекжан,Касенов,M,г. Шымкент,Восточный район,Школа №2,kk,single,55.7,False
P01471,Эльмира,Кадыров,F,Восточно-Казахстанская область,Северный район,Школа №1,kk,full,72.9,True
P01472,Михаил,Новиков,M,Мангистауская область,Центральный район,Школа №3,ru,single,39.9,False
P01473,София,Морозова,F,Абайская область,Восточный район,Школа №1,ru,full,53.0,False
P01474,Александр,Попов,M,Мангистауская область,Заречный район,Школа №4,ru,full,55.2,False
P01475,Дамир,Сатпаев,M,Алматинская область,Заречный район,Школа №4,kk,full,43.2,False
P01476,Рамазан,Бекенов,M,Западно-Казахстанская область,Центральный район,Школа №1,kk,full,64.7,False
P01477,Елена,Попова,F,Карагандинская область,Заречный район,Школа №4,ru,full,53.2,False
P01478,Аружан,Алиев,F,Улытауская область, Южный район ,Школа №3,kk,full,61.3,False
P01479,Аяна,Сатпаев,F,Карагандинская область,Восточный район,Школа №3,kk,full,41.7,False
P01480,Эльмира,Жумабеков,F,Мангистауская область,Южный район,Школа №1,kk,single,42.4,False
P01481,Айгерим,Жумабеков,F,Кызылординская область,Заречный район,Школа №5,kk,full,65.8,False
